,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
50988,50988,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,GEN,Gender-Neutral,18660,37939,6,4,Bachelor of Technology,0,Himachal Pradesh
50989,50989,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,GEN,Female-only (including Supernumerary),47954,64711,6,4,Bachelor of Technology,0,Himachal Pradesh
50990,50990,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,EWS,Gender-Neutral,9966,10970,6,4,Bachelor of Technology,0,Himachal Pradesh
50991,50991,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,EWS,Female-only (including Supernumerary),9878,9878,6,4,Bachelor of Technology,0,Himachal Pradesh
50992,50992,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,27589,47304,6,4,Bachelor of Technology,0,Himachal Pradesh
50993,50993,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,OBC-NCL,Female-only (including Supernumerary),36189,42561,6,4,Bachelor of Technology,0,Himachal Pradesh
50994,50994,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,SC,Gender-Neutral,3409,4701,6,4,Bachelor of Technology,0,Himachal Pradesh
50995,50995,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,SC,Female-only (including Supernumerary),6093,6241,6,4,Bachelor of Technology,0,Himachal Pradesh
50996,50996,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,SC (PwD),Gender-Neutral,49,49,6,4,Bachelor of Technology,0,Himachal Pradesh
50997,50997,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,ST,Gender-Neutral,1849,3166,6,4,Bachelor of Technology,0,Himachal Pradesh
50998,50998,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,ST,Female-only (including Supernumerary),5655,5655,6,4,Bachelor of Technology,0,Himachal Pradesh
50999,50999,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,GEN,Gender-Neutral,13631,17473,6,4,Bachelor of Technology,0,Himachal Pradesh
51000,51000,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,GEN,Female-only (including Supernumerary),22976,25858,6,4,Bachelor of Technology,0,Himachal Pradesh
51001,51001,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,OPEN (PwD),Gender-Neutral,625,625,6,4,Bachelor of Technology,0,Himachal Pradesh
51002,51002,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,EWS,Gender-Neutral,2456,2628,6,4,Bachelor of Technology,0,Himachal Pradesh
51003,51003,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,EWS,Female-only (including Supernumerary),3988,3988,6,4,Bachelor of Technology,0,Himachal Pradesh
51004,51004,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,EWS (PwD),Gender-Neutral,115,115,6,4,Bachelor of Technology,0,Himachal Pradesh
51005,51005,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,OBC-NCL,Gender-Neutral,5262,5784,6,4,Bachelor of Technology,0,Himachal Pradesh
51006,51006,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,OBC-NCL,Female-only (including Supernumerary),9418,10371,6,4,Bachelor of Technology,0,Himachal Pradesh
51007,51007,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,OBC-NCL (PwD),Gender-Neutral,333,333,6,4,Bachelor of Technology,0,Himachal Pradesh
51008,51008,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,SC,Gender-Neutral,2601,2992,6,4,Bachelor of Technology,0,Himachal Pradesh
51009,51009,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,SC,Female-only (including Supernumerary),4628,4634,6,4,Bachelor of Technology,0,Himachal Pradesh
51010,51010,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,ST,Gender-Neutral,845,1069,6,4,Bachelor of Technology,0,Himachal Pradesh
51011,51011,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,ST,Female-only (including Supernumerary),2011,2011,6,4,Bachelor of Technology,0,Himachal Pradesh
51012,51012,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,GEN,Gender-Neutral,39801,43070,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51013,51013,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,GEN,Female-only (including Supernumerary),54931,54931,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51014,51014,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,EWS,Gender-Neutral,7126,7126,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51015,51015,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,37051,54507,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51016,51016,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,SC,Gender-Neutral,5260,5260,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51017,51017,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,SC,Female-only (including Supernumerary),8303,8303,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51018,51018,National Institute of Technology Hamirpur,Electronics and Communication Engineering,HS,ST,Gender-Neutral,4055,4055,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51019,51019,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,GEN,Gender-Neutral,18152,18705,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51020,51020,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,GEN,Female-only (including Supernumerary),26455,26455,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51021,51021,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,EWS,Gender-Neutral,2749,2749,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51022,51022,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,EWS,Female-only (including Supernumerary),4580,4580,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51023,51023,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,OBC-NCL,Gender-Neutral,5922,6500,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51024,51024,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,OBC-NCL,Female-only (including Supernumerary),10749,10749,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51025,51025,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,SC,Gender-Neutral,3187,3649,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51026,51026,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,ST,Gender-Neutral,1515,1515,6,5,Bachelor and Master of Technology (Dual Degree),0,Himachal Pradesh
51027,51027,National Institute of Technology Hamirpur,Engineering Physics,HS,GEN,Gender-Neutral,78399,93182,6,4,Bachelor of Technology,0,Himachal Pradesh
51028,51028,National Institute of Technology Hamirpur,Engineering Physics,HS,GEN,Female-only (including Supernumerary),103891,117323,6,4,Bachelor of Technology,0,Himachal Pradesh
51029,51029,National Institute of Technology Hamirpur,Engineering Physics,HS,EWS,Gender-Neutral,17937,18686,6,4,Bachelor of Technology,0,Himachal Pradesh
51030,51030,National Institute of Technology Hamirpur,Engineering Physics,HS,OBC-NCL,Gender-Neutral,92446,129582,6,4,Bachelor of Technology,0,Himachal Pradesh
51031,51031,National Institute of Technology Hamirpur,Engineering Physics,HS,OBC-NCL,Female-only (including Supernumerary),68597,156160,6,4,Bachelor of Technology,0,Himachal Pradesh
51032,51032,National Institute of Technology Hamirpur,Engineering Physics,HS,SC,Gender-Neutral,9859,11457,6,4,Bachelor of Technology,0,Himachal Pradesh
51033,51033,National Institute of Technology Hamirpur,Engineering Physics,HS,ST,Gender-Neutral,6441,6441,6,4,Bachelor of Technology,0,Himachal Pradesh
51034,51034,National Institute of Technology Hamirpur,Engineering Physics,HS,ST,Female-only (including Supernumerary),7215,7215,6,4,Bachelor of Technology,0,Himachal Pradesh
51035,51035,National Institute of Technology Hamirpur,Engineering Physics,OS,GEN,Gender-Neutral,20039,33101,6,4,Bachelor of Technology,0,Himachal Pradesh
51036,51036,National Institute of Technology Hamirpur,Engineering Physics,OS,GEN,Female-only (including Supernumerary),44170,46970,6,4,Bachelor of Technology,0,Himachal Pradesh
51037,51037,National Institute of Technology Hamirpur,Engineering Physics,OS,EWS,Gender-Neutral,5485,5923,6,4,Bachelor of Technology,0,Himachal Pradesh
51038,51038,National Institute of Technology Hamirpur,Engineering Physics,OS,EWS,Female-only (including Supernumerary),8084,8084,6,4,Bachelor of Technology,0,Himachal Pradesh
51039,51039,National Institute of Technology Hamirpur,Engineering Physics,OS,OBC-NCL,Gender-Neutral,10914,12230,6,4,Bachelor of Technology,0,Himachal Pradesh
51040,51040,National Institute of Technology Hamirpur,Engineering Physics,OS,OBC-NCL,Female-only (including Supernumerary),15358,15358,6,4,Bachelor of Technology,0,Himachal Pradesh
51041,51041,National Institute of Technology Hamirpur,Engineering Physics,OS,SC,Gender-Neutral,5656,5977,6,4,Bachelor of Technology,0,Himachal Pradesh
51042,51042,National Institute of Technology Hamirpur,Engineering Physics,OS,SC,Female-only (including Supernumerary),5099,5099,6,4,Bachelor of Technology,0,Himachal Pradesh
51043,51043,National Institute of Technology Hamirpur,Engineering Physics,OS,ST,Gender-Neutral,2961,2961,6,4,Bachelor of Technology,0,Himachal Pradesh
51044,51044,National Institute of Technology Hamirpur,Materials Science and Engineering,HS,GEN,Gender-Neutral,74364,105774,6,4,Bachelor of Technology,0,Himachal Pradesh
51045,51045,National Institute of Technology Hamirpur,Materials Science and Engineering,HS,GEN,Female-only (including Supernumerary),106869,135413,6,4,Bachelor of Technology,0,Himachal Pradesh
51046,51046,National Institute of Technology Hamirpur,Materials Science and Engineering,HS,EWS,Gender-Neutral,15732,19185,6,4,Bachelor of Technology,0,Himachal Pradesh
51047,51047,National Institute of Technology Hamirpur,Materials Science and Engineering,HS,OBC-NCL,Gender-Neutral,90752,130148,6,4,Bachelor of Technology,0,Himachal Pradesh
51048,51048,National Institute of Technology Hamirpur,Materials Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),323418,323418,6,4,Bachelor of Technology,0,Himachal Pradesh
51049,51049,National Institute of Technology Hamirpur,Materials Science and Engineering,HS,SC,Gender-Neutral,11403,11976,6,4,Bachelor of Technology,0,Himachal Pradesh
51050,51050,National Institute of Technology Hamirpur,Materials Science and Engineering,HS,SC,Female-only (including Supernumerary),11258,11258,6,4,Bachelor of Technology,0,Himachal Pradesh
51051,51051,National Institute of Technology Hamirpur,Materials Science and Engineering,HS,ST,Gender-Neutral,5952,5952,6,4,Bachelor of Technology,0,Himachal Pradesh
51052,51052,National Institute of Technology Hamirpur,Materials Science and Engineering,OS,GEN,Gender-Neutral,43811,48591,6,4,Bachelor of Technology,0,Himachal Pradesh
51053,51053,National Institute of Technology Hamirpur,Materials Science and Engineering,OS,GEN,Female-only (including Supernumerary),54614,54614,6,4,Bachelor of Technology,0,Himachal Pradesh
51054,51054,National Institute of Technology Hamirpur,Materials Science and Engineering,OS,EWS,Gender-Neutral,7451,7451,6,4,Bachelor of Technology,0,Himachal Pradesh
51055,51055,National Institute of Technology Hamirpur,Materials Science and Engineering,OS,EWS,Female-only (including Supernumerary),8806,8806,6,4,Bachelor of Technology,0,Himachal Pradesh
51056,51056,National Institute of Technology Hamirpur,Materials Science and Engineering,OS,OBC-NCL,Gender-Neutral,14270,15450,6,4,Bachelor of Technology,0,Himachal Pradesh
51057,51057,National Institute of Technology Hamirpur,Materials Science and Engineering,OS,SC,Gender-Neutral,7164,7445,6,4,Bachelor of Technology,0,Himachal Pradesh
51058,51058,National Institute of Technology Hamirpur,Materials Science and Engineering,OS,ST,Gender-Neutral,2611,2611,6,4,Bachelor of Technology,0,Himachal Pradesh
51059,51059,National Institute of Technology Hamirpur,Materials Science and Engineering,OS,ST,Female-only (including Supernumerary),4058,4058,6,4,Bachelor of Technology,0,Himachal Pradesh
51060,51060,National Institute of Technology Hamirpur,Mathematics and Computing,HS,GEN,Gender-Neutral,29241,36781,6,4,Bachelor of Technology,0,Himachal Pradesh
51061,51061,National Institute of Technology Hamirpur,Mathematics and Computing,HS,GEN,Female-only (including Supernumerary),48322,64729,6,4,Bachelor of Technology,0,Himachal Pradesh
51062,51062,National Institute of Technology Hamirpur,Mathematics and Computing,HS,EWS,Gender-Neutral,8067,8204,6,4,Bachelor of Technology,0,Himachal Pradesh
51063,51063,National Institute of Technology Hamirpur,Mathematics and Computing,HS,EWS,Female-only (including Supernumerary),16034,16034,6,4,Bachelor of Technology,0,Himachal Pradesh
51064,51064,National Institute of Technology Hamirpur,Mathematics and Computing,HS,OBC-NCL,Gender-Neutral,36166,52416,6,4,Bachelor of Technology,0,Himachal Pradesh
51065,51065,National Institute of Technology Hamirpur,Mathematics and Computing,HS,OBC-NCL,Female-only (including Supernumerary),44854,44854,6,4,Bachelor of Technology,0,Himachal Pradesh
51066,51066,National Institute of Technology Hamirpur,Mathematics and Computing,HS,SC,Gender-Neutral,3263,5017,6,4,Bachelor of Technology,0,Himachal Pradesh
51067,51067,National Institute of Technology Hamirpur,Mathematics and Computing,HS,SC,Female-only (including Supernumerary),5931,5931,6,4,Bachelor of Technology,0,Himachal Pradesh
51068,51068,National Institute of Technology Hamirpur,Mathematics and Computing,HS,ST,Gender-Neutral,1850,3600,6,4,Bachelor of Technology,0,Himachal Pradesh
51069,51069,National Institute of Technology Hamirpur,Mathematics and Computing,OS,GEN,Gender-Neutral,10856,14254,6,4,Bachelor of Technology,0,Himachal Pradesh
51070,51070,National Institute of Technology Hamirpur,Mathematics and Computing,OS,GEN,Female-only (including Supernumerary),22580,23976,6,4,Bachelor of Technology,0,Himachal Pradesh
51071,51071,National Institute of Technology Hamirpur,Mathematics and Computing,OS,EWS,Gender-Neutral,2070,2212,6,4,Bachelor of Technology,0,Himachal Pradesh
51072,51072,National Institute of Technology Hamirpur,Mathematics and Computing,OS,OBC-NCL,Gender-Neutral,4145,5215,6,4,Bachelor of Technology,0,Himachal Pradesh
51073,51073,National Institute of Technology Hamirpur,Mathematics and Computing,OS,OBC-NCL,Female-only (including Supernumerary),10973,10973,6,4,Bachelor of Technology,0,Himachal Pradesh
51074,51074,National Institute of Technology Hamirpur,Mathematics and Computing,OS,OBC-NCL (PwD),Gender-Neutral,466,466,6,4,Bachelor of Technology,0,Himachal Pradesh
51075,51075,National Institute of Technology Hamirpur,Mathematics and Computing,OS,SC,Gender-Neutral,2036,3074,6,4,Bachelor of Technology,0,Himachal Pradesh
51076,51076,National Institute of Technology Hamirpur,Mathematics and Computing,OS,SC,Female-only (including Supernumerary),6007,6007,6,4,Bachelor of Technology,0,Himachal Pradesh
51077,51077,National Institute of Technology Hamirpur,Mathematics and Computing,OS,ST,Gender-Neutral,881,881,6,4,Bachelor of Technology,0,Himachal Pradesh
51078,51078,National Institute of Technology Hamirpur,Mathematics and Computing,OS,ST,Female-only (including Supernumerary),3365,3365,6,4,Bachelor of Technology,0,Himachal Pradesh
51079,51079,National Institute of Technology Hamirpur,Mechanical Engineering,HS,GEN,Gender-Neutral,40225,70269,6,4,Bachelor of Technology,0,Himachal Pradesh
51080,51080,National Institute of Technology Hamirpur,Mechanical Engineering,HS,GEN,Female-only (including Supernumerary),76567,99900,6,4,Bachelor of Technology,0,Himachal Pradesh
51081,51081,National Institute of Technology Hamirpur,Mechanical Engineering,HS,EWS,Gender-Neutral,12231,15020,6,4,Bachelor of Technology,0,Himachal Pradesh
51082,51082,National Institute of Technology Hamirpur,Mechanical Engineering,HS,OBC-NCL,Gender-Neutral,58872,89734,6,4,Bachelor of Technology,0,Himachal Pradesh
51083,51083,National Institute of Technology Hamirpur,Mechanical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),86257,155243,6,4,Bachelor of Technology,0,Himachal Pradesh
51084,51084,National Institute of Technology Hamirpur,Mechanical Engineering,HS,SC,Gender-Neutral,3776,9043,6,4,Bachelor of Technology,0,Himachal Pradesh
51085,51085,National Institute of Technology Hamirpur,Mechanical Engineering,HS,SC,Female-only (including Supernumerary),9780,11147,6,4,Bachelor of Technology,0,Himachal Pradesh
51086,51086,National Institute of Technology Hamirpur,Mechanical Engineering,HS,ST,Gender-Neutral,3735,4579,6,4,Bachelor of Technology,0,Himachal Pradesh
51087,51087,National Institute of Technology Hamirpur,Mechanical Engineering,HS,ST,Female-only (including Supernumerary),3798,3798,6,4,Bachelor of Technology,0,Himachal Pradesh
51088,51088,National Institute of Technology Hamirpur,Mechanical Engineering,OS,GEN,Gender-Neutral,26483,35285,6,4,Bachelor of Technology,0,Himachal Pradesh
51089,51089,National Institute of Technology Hamirpur,Mechanical Engineering,OS,GEN,Female-only (including Supernumerary),45394,47877,6,4,Bachelor of Technology,0,Himachal Pradesh
51090,51090,National Institute of Technology Hamirpur,Mechanical Engineering,OS,OPEN (PwD),Gender-Neutral,1360,1360,6,4,Bachelor of Technology,0,Himachal Pradesh
51091,51091,National Institute of Technology Hamirpur,Mechanical Engineering,OS,EWS,Gender-Neutral,5149,5487,6,4,Bachelor of Technology,0,Himachal Pradesh
51092,51092,National Institute of Technology Hamirpur,Mechanical Engineering,OS,EWS,Female-only (including Supernumerary),7355,7355,6,4,Bachelor of Technology,0,Himachal Pradesh
51093,51093,National Institute of Technology Hamirpur,Mechanical Engineering,OS,OBC-NCL,Gender-Neutral,9888,11740,6,4,Bachelor of Technology,0,Himachal Pradesh
51094,51094,National Institute of Technology Hamirpur,Mechanical Engineering,OS,OBC-NCL,Female-only (including Supernumerary),18117,19178,6,4,Bachelor of Technology,0,Himachal Pradesh
51095,51095,National Institute of Technology Hamirpur,Mechanical Engineering,OS,SC,Gender-Neutral,3875,5415,6,4,Bachelor of Technology,0,Himachal Pradesh
51096,51096,National Institute of Technology Hamirpur,Mechanical Engineering,OS,SC,Female-only (including Supernumerary),7751,9739,6,4,Bachelor of Technology,0,Himachal Pradesh
51097,51097,National Institute of Technology Hamirpur,Mechanical Engineering,OS,ST,Gender-Neutral,1191,2136,6,4,Bachelor of Technology,0,Himachal Pradesh
51098,51098,National Institute of Technology Hamirpur,Mechanical Engineering,OS,ST,Female-only (including Supernumerary),2803,2803,6,4,Bachelor of Technology,0,Himachal Pradesh
51099,51099,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,HS,GEN,Gender-Neutral,1923,4377,6,4,Bachelor of Technology,0,Karnataka
51100,51100,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,HS,GEN,Female-only (including Supernumerary),4868,4868,6,4,Bachelor of Technology,0,Karnataka
51101,51101,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,HS,OPEN (PwD),Gender-Neutral,63,63,6,4,Bachelor of Technology,0,Karnataka
51102,51102,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,HS,EWS,Gender-Neutral,1864,1901,6,4,Bachelor of Technology,0,Karnataka
51103,51103,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,HS,EWS,Female-only (including Supernumerary),6930,6930,6,4,Bachelor of Technology,0,Karnataka
51104,51104,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,HS,OBC-NCL,Gender-Neutral,3011,3784,6,4,Bachelor of Technology,0,Karnataka
51105,51105,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,HS,OBC-NCL,Female-only (including Supernumerary),4444,4444,6,4,Bachelor of Technology,0,Karnataka
51106,51106,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,HS,SC,Gender-Neutral,486,1705,6,4,Bachelor of Technology,0,Karnataka
51107,51107,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,HS,SC,Female-only (including Supernumerary),1735,1735,6,4,Bachelor of Technology,0,Karnataka
51108,51108,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,HS,ST,Gender-Neutral,326,326,6,4,Bachelor of Technology,0,Karnataka
51109,51109,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,OS,GEN,Gender-Neutral,2142,2677,6,4,Bachelor of Technology,0,Karnataka
51110,51110,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,OS,GEN,Female-only (including Supernumerary),2873,4993,6,4,Bachelor of Technology,0,Karnataka
51111,51111,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,OS,EWS,Gender-Neutral,349,349,6,4,Bachelor of Technology,0,Karnataka
51112,51112,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,OS,OBC-NCL,Gender-Neutral,781,963,6,4,Bachelor of Technology,0,Karnataka
51113,51113,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,OS,OBC-NCL,Female-only (including Supernumerary),1699,1699,6,4,Bachelor of Technology,0,Karnataka
51114,51114,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,OS,OBC-NCL (PwD),Gender-Neutral,12,12,6,4,Bachelor of Technology,0,Karnataka
51115,51115,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,OS,SC,Gender-Neutral,260,330,6,4,Bachelor of Technology,0,Karnataka
51116,51116,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,OS,ST,Gender-Neutral,151,151,6,4,Bachelor of Technology,0,Karnataka
51117,51117,"National Institute of Technology Karnataka, Surathkal",Artificial Intelligence,OS,ST,Female-only (including Supernumerary),568,568,6,4,Bachelor of Technology,0,Karnataka
51118,51118,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,GEN,Gender-Neutral,10065,20862,6,4,Bachelor of Technology,0,Karnataka
51119,51119,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,GEN,Female-only (including Supernumerary),7776,16558,6,4,Bachelor of Technology,0,Karnataka
51120,51120,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,OPEN (PwD),Gender-Neutral,165,165,6,4,Bachelor of Technology,0,Karnataka
51121,51121,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,EWS,Gender-Neutral,3051,4806,6,4,Bachelor of Technology,0,Karnataka
51122,51122,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,EWS,Female-only (including Supernumerary),15489,15489,6,4,Bachelor of Technology,0,Karnataka
51123,51123,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,OBC-NCL,Gender-Neutral,6290,12772,6,4,Bachelor of Technology,0,Karnataka
51124,51124,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),17059,18784,6,4,Bachelor of Technology,0,Karnataka
51125,51125,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,OBC-NCL (PwD),Gender-Neutral,587,587,6,4,Bachelor of Technology,0,Karnataka
51126,51126,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,SC,Gender-Neutral,5428,6013,6,4,Bachelor of Technology,0,Karnataka
51127,51127,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,SC,Female-only (including Supernumerary),4423,4423,6,4,Bachelor of Technology,0,Karnataka
51128,51128,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,HS,ST,Gender-Neutral,1382,1436,6,4,Bachelor of Technology,0,Karnataka
51129,51129,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,OS,GEN,Gender-Neutral,10831,15511,6,4,Bachelor of Technology,0,Karnataka
51130,51130,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,OS,GEN,Female-only (including Supernumerary),25521,26628,6,4,Bachelor of Technology,0,Karnataka
51131,51131,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,OS,OPEN (PwD),Female-only (including Supernumerary),718,718,6,4,Bachelor of Technology,0,Karnataka
51132,51132,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,OS,EWS,Gender-Neutral,2128,2424,6,4,Bachelor of Technology,0,Karnataka
51133,51133,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,OS,OBC-NCL,Gender-Neutral,5002,5931,6,4,Bachelor of Technology,0,Karnataka
51134,51134,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,OS,OBC-NCL,Female-only (including Supernumerary),8362,8362,6,4,Bachelor of Technology,0,Karnataka
51135,51135,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,OS,SC,Gender-Neutral,2521,2870,6,4,Bachelor of Technology,0,Karnataka
51136,51136,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,OS,SC,Female-only (including Supernumerary),4617,4617,6,4,Bachelor of Technology,0,Karnataka
51137,51137,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,OS,ST,Gender-Neutral,638,638,6,4,Bachelor of Technology,0,Karnataka
51138,51138,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,OS,ST,Female-only (including Supernumerary),1488,1488,6,4,Bachelor of Technology,0,Karnataka
51139,51139,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,GEN,Gender-Neutral,18597,33765,6,4,Bachelor of Technology,0,Karnataka
51140,51140,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,GEN,Female-only (including Supernumerary),17024,39931,6,4,Bachelor of Technology,0,Karnataka
51141,51141,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,OPEN (PwD),Gender-Neutral,372,372,6,4,Bachelor of Technology,0,Karnataka
51142,51142,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,EWS,Gender-Neutral,5015,5989,6,4,Bachelor of Technology,0,Karnataka
51143,51143,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,EWS,Female-only (including Supernumerary),7140,7140,6,4,Bachelor of Technology,0,Karnataka
51144,51144,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,OBC-NCL,Gender-Neutral,9298,17808,6,4,Bachelor of Technology,0,Karnataka
51145,51145,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,OBC-NCL,Female-only (including Supernumerary),16148,18973,6,4,Bachelor of Technology,0,Karnataka
51146,51146,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,OBC-NCL (PwD),Gender-Neutral,575,575,6,4,Bachelor of Technology,0,Karnataka
51147,51147,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,SC,Gender-Neutral,3568,7217,6,4,Bachelor of Technology,0,Karnataka
51148,51148,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,SC,Female-only (including Supernumerary),7289,8088,6,4,Bachelor of Technology,0,Karnataka
51149,51149,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,ST,Gender-Neutral,1538,1988,6,4,Bachelor of Technology,0,Karnataka
51150,51150,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,HS,ST,Female-only (including Supernumerary),1727,1727,6,4,Bachelor of Technology,0,Karnataka
51151,51151,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,GEN,Gender-Neutral,12827,22886,6,4,Bachelor of Technology,0,Karnataka
51152,51152,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,GEN,Female-only (including Supernumerary),28257,35523,6,4,Bachelor of Technology,0,Karnataka
51153,51153,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,OPEN (PwD),Gender-Neutral,460,460,6,4,Bachelor of Technology,0,Karnataka
51154,51154,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,EWS,Gender-Neutral,3308,3566,6,4,Bachelor of Technology,0,Karnataka
