,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
55897,55897,"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,SC,Gender-Neutral,5571,6645,6,4,Bachelor of Technology,0,Odisha
55898,55898,"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,ST,Gender-Neutral,2534,2888,6,4,Bachelor of Technology,0,Odisha
55899,55899,"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,GEN,Gender-Neutral,19444,25451,6,4,Bachelor of Technology,0,Odisha
55900,55900,"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,OPEN (PwD),Gender-Neutral,1082,1332,6,4,Bachelor of Technology,0,Odisha
55901,55901,"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,EWS,Gender-Neutral,4062,4535,6,4,Bachelor of Technology,0,Odisha
55902,55902,"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,6616,9480,6,4,Bachelor of Technology,0,Odisha
55903,55903,"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,OBC-NCL (PwD),Gender-Neutral,528,528,6,4,Bachelor of Technology,0,Odisha
55904,55904,"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,SC,Gender-Neutral,4438,5741,6,4,Bachelor of Technology,0,Odisha
55905,55905,"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,ST,Gender-Neutral,790,2565,6,4,Bachelor of Technology,0,Odisha
55906,55906,"International Institute of Information Technology, Bhubaneswar",Electrical and Electronics Engineering,AI,GEN,Gender-Neutral,37300,40952,6,4,Bachelor of Technology,0,Odisha
55907,55907,"International Institute of Information Technology, Bhubaneswar",Electrical and Electronics Engineering,AI,EWS,Gender-Neutral,5995,6787,6,4,Bachelor of Technology,0,Odisha
55908,55908,"International Institute of Information Technology, Bhubaneswar",Electrical and Electronics Engineering,AI,OBC-NCL,Gender-Neutral,13517,14410,6,4,Bachelor of Technology,0,Odisha
55909,55909,"International Institute of Information Technology, Bhubaneswar",Electrical and Electronics Engineering,AI,SC,Gender-Neutral,8477,8862,6,4,Bachelor of Technology,0,Odisha
55910,55910,"International Institute of Information Technology, Bhubaneswar",Electrical and Electronics Engineering,AI,ST,Gender-Neutral,3265,3448,6,4,Bachelor of Technology,0,Odisha
55911,55911,"International Institute of Information Technology, Bhubaneswar",Electronics and Telecommunication Engineering,AI,GEN,Gender-Neutral,32107,38113,6,4,Bachelor of Technology,0,Odisha
55912,55912,"International Institute of Information Technology, Bhubaneswar",Electronics and Telecommunication Engineering,AI,OPEN (PwD),Gender-Neutral,2104,2104,6,4,Bachelor of Technology,0,Odisha
55913,55913,"International Institute of Information Technology, Bhubaneswar",Electronics and Telecommunication Engineering,AI,EWS,Gender-Neutral,5868,5918,6,4,Bachelor of Technology,0,Odisha
55914,55914,"International Institute of Information Technology, Bhubaneswar",Electronics and Telecommunication Engineering,AI,OBC-NCL,Gender-Neutral,12086,13446,6,4,Bachelor of Technology,0,Odisha
55915,55915,"International Institute of Information Technology, Bhubaneswar",Electronics and Telecommunication Engineering,AI,SC,Gender-Neutral,7456,8401,6,4,Bachelor of Technology,0,Odisha
55916,55916,"International Institute of Information Technology, Bhubaneswar",Electronics and Telecommunication Engineering,AI,ST,Gender-Neutral,3364,3995,6,4,Bachelor of Technology,0,Odisha
55917,55917,"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,GEN,Gender-Neutral,16182,29268,6,4,Bachelor of Technology,0,Odisha
55918,55918,"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,OPEN (PwD),Gender-Neutral,1561,1561,6,4,Bachelor of Technology,0,Odisha
55919,55919,"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,EWS,Gender-Neutral,4753,5103,6,4,Bachelor of Technology,0,Odisha
55920,55920,"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,OBC-NCL,Gender-Neutral,9533,11665,6,4,Bachelor of Technology,0,Odisha
55921,55921,"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,SC,Gender-Neutral,3810,7252,6,4,Bachelor of Technology,0,Odisha
55922,55922,"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,ST,Gender-Neutral,2900,2957,6,4,Bachelor of Technology,0,Odisha
55923,55923,"Central institute of Technology Kokrajar, Assam",Civil Engineering,AI,GEN,Gender-Neutral,71243,73260,6,4,Bachelor of Technology,0,Assam
55924,55924,"Central institute of Technology Kokrajar, Assam",Civil Engineering,AI,OBC-NCL,Gender-Neutral,22234,22234,6,4,Bachelor of Technology,0,Assam
55925,55925,"Central institute of Technology Kokrajar, Assam",Civil Engineering,AI,SC,Gender-Neutral,10301,10301,6,4,Bachelor of Technology,0,Assam
55926,55926,"Central institute of Technology Kokrajar, Assam",Computer Science and Engineering,AI,GEN,Gender-Neutral,40462,45348,6,4,Bachelor of Technology,0,Assam
55927,55927,"Central institute of Technology Kokrajar, Assam",Computer Science and Engineering,AI,EWS,Gender-Neutral,7379,7379,6,4,Bachelor of Technology,0,Assam
55928,55928,"Central institute of Technology Kokrajar, Assam",Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,16684,16684,6,4,Bachelor of Technology,0,Assam
55929,55929,"Central institute of Technology Kokrajar, Assam",Computer Science and Engineering,AI,SC,Gender-Neutral,8513,8513,6,4,Bachelor of Technology,0,Assam
55930,55930,"Central institute of Technology Kokrajar, Assam",Electronics and Communication Engineering,AI,GEN,Gender-Neutral,60763,61276,6,4,Bachelor of Technology,0,Assam
55931,55931,"Central institute of Technology Kokrajar, Assam",Electronics and Communication Engineering,AI,OBC-NCL,Gender-Neutral,17885,17885,6,4,Bachelor of Technology,0,Assam
55932,55932,"Central institute of Technology Kokrajar, Assam",Food Engineering and Technology,AI,GEN,Gender-Neutral,80894,80894,6,4,Bachelor of Technology,0,Assam
55933,55933,"Central institute of Technology Kokrajar, Assam",Food Engineering and Technology,AI,OBC-NCL,Gender-Neutral,27577,27577,6,4,Bachelor of Technology,0,Assam
55934,55934,"Central institute of Technology Kokrajar, Assam",Food Engineering and Technology,AI,SC,Gender-Neutral,13860,13860,6,4,Bachelor of Technology,0,Assam
55935,55935,"Central institute of Technology Kokrajar, Assam",Instrumentation Engineering,AI,GEN,Gender-Neutral,61390,61390,6,4,Bachelor of Technology,0,Assam
55936,55936,"Central institute of Technology Kokrajar, Assam",Instrumentation Engineering,AI,OBC-NCL,Gender-Neutral,19753,19753,6,4,Bachelor of Technology,0,Assam
55937,55937,"Central institute of Technology Kokrajar, Assam",Instrumentation Engineering,AI,ST,Gender-Neutral,5350,5350,6,4,Bachelor of Technology,0,Assam
55938,55938,"Puducherry Technological University, Puducherry",Chemical Engineering,AI,GEN,Gender-Neutral,52389,58350,6,4,Bachelor of Technology,0,Puducherry
55939,55939,"Puducherry Technological University, Puducherry",Chemical Engineering,AI,EWS,Gender-Neutral,9346,9346,6,4,Bachelor of Technology,0,Puducherry
55940,55940,"Puducherry Technological University, Puducherry",Chemical Engineering,AI,OBC-NCL,Gender-Neutral,18748,18748,6,4,Bachelor of Technology,0,Puducherry
55941,55941,"Puducherry Technological University, Puducherry",Chemical Engineering,AI,SC,Gender-Neutral,10639,10639,6,4,Bachelor of Technology,0,Puducherry
55942,55942,"Puducherry Technological University, Puducherry",Civil Engineering,AI,GEN,Gender-Neutral,48064,71647,6,4,Bachelor of Technology,0,Puducherry
55943,55943,"Puducherry Technological University, Puducherry",Civil Engineering,AI,GEN,Female-only (including Supernumerary),59481,66557,6,4,Bachelor of Technology,0,Puducherry
55944,55944,"Puducherry Technological University, Puducherry",Civil Engineering,AI,EWS,Gender-Neutral,11474,12074,6,4,Bachelor of Technology,0,Puducherry
55945,55945,"Puducherry Technological University, Puducherry",Civil Engineering,AI,EWS,Female-only (including Supernumerary),11785,11785,6,4,Bachelor of Technology,0,Puducherry
55946,55946,"Puducherry Technological University, Puducherry",Civil Engineering,AI,OBC-NCL,Gender-Neutral,20619,24423,6,4,Bachelor of Technology,0,Puducherry
55947,55947,"Puducherry Technological University, Puducherry",Civil Engineering,AI,OBC-NCL,Female-only (including Supernumerary),21197,21197,6,4,Bachelor of Technology,0,Puducherry
55948,55948,"Puducherry Technological University, Puducherry",Civil Engineering,AI,SC,Gender-Neutral,8795,9877,6,4,Bachelor of Technology,0,Puducherry
55949,55949,"Puducherry Technological University, Puducherry",Civil Engineering,AI,SC,Female-only (including Supernumerary),9852,9852,6,4,Bachelor of Technology,0,Puducherry
55950,55950,"Puducherry Technological University, Puducherry",Civil Engineering,AI,ST,Gender-Neutral,3631,4585,6,4,Bachelor of Technology,0,Puducherry
55951,55951,"Puducherry Technological University, Puducherry",Civil Engineering,HS,GEN,Gender-Neutral,251967,427566,6,4,Bachelor of Technology,0,Puducherry
55952,55952,"Puducherry Technological University, Puducherry",Civil Engineering,HS,OBC-NCL,Gender-Neutral,151636,160294,6,4,Bachelor of Technology,0,Puducherry
55953,55953,"Puducherry Technological University, Puducherry",Computer Science and Engineering,AI,GEN,Gender-Neutral,34581,42425,6,4,Bachelor of Technology,0,Puducherry
55954,55954,"Puducherry Technological University, Puducherry",Computer Science and Engineering,AI,GEN,Female-only (including Supernumerary),40667,40667,6,4,Bachelor of Technology,0,Puducherry
55955,55955,"Puducherry Technological University, Puducherry",Computer Science and Engineering,AI,OPEN (PwD),Gender-Neutral,1507,1507,6,4,Bachelor of Technology,0,Puducherry
55956,55956,"Puducherry Technological University, Puducherry",Computer Science and Engineering,AI,EWS,Gender-Neutral,6439,7590,6,4,Bachelor of Technology,0,Puducherry
55957,55957,"Puducherry Technological University, Puducherry",Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,13128,15924,6,4,Bachelor of Technology,0,Puducherry
55958,55958,"Puducherry Technological University, Puducherry",Computer Science and Engineering,AI,OBC-NCL,Female-only (including Supernumerary),11805,11805,6,4,Bachelor of Technology,0,Puducherry
55959,55959,"Puducherry Technological University, Puducherry",Computer Science and Engineering,AI,SC,Gender-Neutral,3062,8196,6,4,Bachelor of Technology,0,Puducherry
55960,55960,"Puducherry Technological University, Puducherry",Computer Science and Engineering,AI,ST,Gender-Neutral,1461,3539,6,4,Bachelor of Technology,0,Puducherry
55961,55961,"Puducherry Technological University, Puducherry",Computer Science and Engineering,HS,GEN,Gender-Neutral,94297,161127,6,4,Bachelor of Technology,0,Puducherry
55962,55962,"Puducherry Technological University, Puducherry",Computer Science and Engineering,HS,OBC-NCL,Gender-Neutral,50108,62315,6,4,Bachelor of Technology,0,Puducherry
55963,55963,"Puducherry Technological University, Puducherry",Computer Science and Engineering,HS,SC,Gender-Neutral,19625,28010,6,4,Bachelor of Technology,0,Puducherry
55964,55964,"Puducherry Technological University, Puducherry",Electrical and Electronics Engineering,AI,GEN,Gender-Neutral,48174,49007,6,4,Bachelor of Technology,0,Puducherry
55965,55965,"Puducherry Technological University, Puducherry",Electrical and Electronics Engineering,AI,OBC-NCL,Gender-Neutral,15376,15376,6,4,Bachelor of Technology,0,Puducherry
55966,55966,"Puducherry Technological University, Puducherry",Electrical and Electronics Engineering,AI,SC,Gender-Neutral,7381,7381,6,4,Bachelor of Technology,0,Puducherry
55967,55967,"Puducherry Technological University, Puducherry",Electrical and Electronics Engineering,AI,ST,Gender-Neutral,4454,4454,6,4,Bachelor of Technology,0,Puducherry
55968,55968,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,AI,GEN,Gender-Neutral,40658,54997,6,4,Bachelor of Technology,0,Puducherry
55969,55969,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,AI,GEN,Female-only (including Supernumerary),42577,42577,6,4,Bachelor of Technology,0,Puducherry
55970,55970,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,AI,EWS,Gender-Neutral,8247,8503,6,4,Bachelor of Technology,0,Puducherry
55971,55971,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,AI,OBC-NCL,Gender-Neutral,16107,17378,6,4,Bachelor of Technology,0,Puducherry
55972,55972,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,AI,OBC-NCL,Female-only (including Supernumerary),18575,18575,6,4,Bachelor of Technology,0,Puducherry
55973,55973,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,AI,SC,Gender-Neutral,4098,8657,6,4,Bachelor of Technology,0,Puducherry
55974,55974,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,AI,ST,Gender-Neutral,3941,4165,6,4,Bachelor of Technology,0,Puducherry
55975,55975,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,HS,GEN,Gender-Neutral,162466,242867,6,4,Bachelor of Technology,0,Puducherry
55976,55976,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,78376,79800,6,4,Bachelor of Technology,0,Puducherry
55977,55977,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,HS,SC,Gender-Neutral,29164,41867,6,4,Bachelor of Technology,0,Puducherry
55978,55978,"Puducherry Technological University, Puducherry",Electronics and Instrumentation Engineering,AI,GEN,Gender-Neutral,54168,54212,6,4,Bachelor of Technology,0,Puducherry
55979,55979,"Puducherry Technological University, Puducherry",Electronics and Instrumentation Engineering,AI,EWS,Gender-Neutral,8267,8267,6,4,Bachelor of Technology,0,Puducherry
55980,55980,"Puducherry Technological University, Puducherry",Electronics and Instrumentation Engineering,AI,OBC-NCL,Gender-Neutral,17435,17481,6,4,Bachelor of Technology,0,Puducherry
55981,55981,"Puducherry Technological University, Puducherry",Electronics and Instrumentation Engineering,AI,SC,Gender-Neutral,7465,7465,6,4,Bachelor of Technology,0,Puducherry
55982,55982,"Puducherry Technological University, Puducherry",Information Technology,AI,GEN,Gender-Neutral,36292,42802,6,4,Bachelor of Technology,0,Puducherry
55983,55983,"Puducherry Technological University, Puducherry",Information Technology,AI,EWS,Gender-Neutral,7804,7804,6,4,Bachelor of Technology,0,Puducherry
55984,55984,"Puducherry Technological University, Puducherry",Information Technology,AI,OBC-NCL,Gender-Neutral,15631,15631,6,4,Bachelor of Technology,0,Puducherry
55985,55985,"Puducherry Technological University, Puducherry",Information Technology,AI,SC,Gender-Neutral,6820,6820,6,4,Bachelor of Technology,0,Puducherry
55986,55986,"Puducherry Technological University, Puducherry",Information Technology,AI,ST,Gender-Neutral,3892,3892,6,4,Bachelor of Technology,0,Puducherry
55987,55987,"Puducherry Technological University, Puducherry",Mechanical Engineering,AI,GEN,Gender-Neutral,53969,67326,6,4,Bachelor of Technology,0,Puducherry
55988,55988,"Puducherry Technological University, Puducherry",Mechanical Engineering,AI,GEN,Female-only (including Supernumerary),65980,65980,6,4,Bachelor of Technology,0,Puducherry
55989,55989,"Puducherry Technological University, Puducherry",Mechanical Engineering,AI,EWS,Gender-Neutral,11119,11711,6,4,Bachelor of Technology,0,Puducherry
55990,55990,"Puducherry Technological University, Puducherry",Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,19506,21594,6,4,Bachelor of Technology,0,Puducherry
55991,55991,"Puducherry Technological University, Puducherry",Mechanical Engineering,AI,SC,Gender-Neutral,8010,10680,6,4,Bachelor of Technology,0,Puducherry
55992,55992,"Puducherry Technological University, Puducherry",Mechanical Engineering,AI,ST,Gender-Neutral,3276,4670,6,4,Bachelor of Technology,0,Puducherry
55993,55993,"Puducherry Technological University, Puducherry",Mechanical Engineering,HS,GEN,Gender-Neutral,291757,359172,6,4,Bachelor of Technology,0,Puducherry
55994,55994,"Puducherry Technological University, Puducherry",Mechanical Engineering,HS,OBC-NCL,Gender-Neutral,128664,130720,6,4,Bachelor of Technology,0,Puducherry
55995,55995,"Puducherry Technological University, Puducherry",Mechanical Engineering,HS,SC,Gender-Neutral,33813,53657,6,4,Bachelor of Technology,0,Puducherry
55996,55996,"Puducherry Technological University, Puducherry",Mechatronics Engineering,AI,GEN,Gender-Neutral,48325,61182,6,4,Bachelor of Technology,0,Puducherry
55997,55997,"Puducherry Technological University, Puducherry",Mechatronics Engineering,AI,EWS,Gender-Neutral,9469,9811,6,4,Bachelor of Technology,0,Puducherry
55998,55998,"Puducherry Technological University, Puducherry",Mechatronics Engineering,AI,OBC-NCL,Gender-Neutral,18163,19093,6,4,Bachelor of Technology,0,Puducherry
55999,55999,"Puducherry Technological University, Puducherry",Mechatronics Engineering,AI,SC,Gender-Neutral,9786,10346,6,4,Bachelor of Technology,0,Puducherry
56000,56000,"Puducherry Technological University, Puducherry",Mechatronics Engineering,AI,ST,Gender-Neutral,5372,5402,6,4,Bachelor of Technology,0,Puducherry
56001,56001,"Puducherry Technological University, Puducherry",Mechatronics Engineering,HS,GEN,Gender-Neutral,248638,277508,6,4,Bachelor of Technology,0,Puducherry
